"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1623.DPorder";"session.node-1805.DPorder";"session.node-2686.conditionType";"session.node-8996.conditionType";"trial.id";"trial.index";"trial.name";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.location";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.response";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.result";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-3778.GoNoGo_Practice.stimulus type";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.durationTime";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.endTime";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.icon";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.location";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.outcome";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.response";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.result";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.RT";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.signal";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.startTime";"module.GoNoGopractice.exec-8784.GoNoGo_Practice.stimulus type";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-5747.GoNoGo_Tutorial.startTime";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.durationTime";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.endTime";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.icon";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.location";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.outcome";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.response";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.result";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.RT";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.signal";"module.GoNoGotutorial.exec-9897.GoNoGo_Tutorial.startTime";"module.training_block1.exec-6125.GoNoGo1.durationTime";"module.training_block1.exec-6125.GoNoGo1.endTime";"module.training_block1.exec-6125.GoNoGo1.icon";"module.training_block1.exec-6125.GoNoGo1.location";"module.training_block1.exec-6125.GoNoGo1.outcome";"module.training_block1.exec-6125.GoNoGo1.response";"module.training_block1.exec-6125.GoNoGo1.result";"module.training_block1.exec-6125.GoNoGo1.RT";"module.training_block1.exec-6125.GoNoGo1.signal";"module.training_block1.exec-6125.GoNoGo1.startTime";"module.training_block1.exec-6125.GoNoGo1.stimulus type";"module.training_block2.exec-4112.GoNoGo2.durationTime";"module.training_block2.exec-4112.GoNoGo2.endTime";"module.training_block2.exec-4112.GoNoGo2.icon";"module.training_block2.exec-4112.GoNoGo2.location";"module.training_block2.exec-4112.GoNoGo2.outcome";"module.training_block2.exec-4112.GoNoGo2.response";"module.training_block2.exec-4112.GoNoGo2.result";"module.training_block2.exec-4112.GoNoGo2.RT";"module.training_block2.exec-4112.GoNoGo2.signal";"module.training_block2.exec-4112.GoNoGo2.startTime";"module.training_block2.exec-4112.GoNoGo2.stimulus type";"module.training_block3.exec-7623.GoNoGo3.durationTime";"module.training_block3.exec-7623.GoNoGo3.endTime";"module.training_block3.exec-7623.GoNoGo3.icon";"module.training_block3.exec-7623.GoNoGo3.location";"module.training_block3.exec-7623.GoNoGo3.outcome";"module.training_block3.exec-7623.GoNoGo3.response";"module.training_block3.exec-7623.GoNoGo3.result";"module.training_block3.exec-7623.GoNoGo3.RT";"module.training_block3.exec-7623.GoNoGo3.signal";"module.training_block3.exec-7623.GoNoGo3.startTime";"module.training_block3.exec-7623.GoNoGo3.stimulus type"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"84";"78";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:47.865";"7";"0";"FINISHED";"LEFT";"failure";"389";"1";"2014-02-15 21:07:46.615";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"85";"79";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:50.392";"29";"1";"FINISHED";"RIGHT";"failure";"438";"1";"2014-02-15 21:07:49.142";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"86";"80";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:52.915";"19";"1";"FINISHED";"RIGHT";"failure";"515";"1";"2014-02-15 21:07:51.665";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"87";"81";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:07:55.442";"27";"1";"FINISHED";"RIGHT";"success";"524";"0";"2014-02-15 21:07:54.191";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"88";"82";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-15 21:07:57.967";"31";"0";"FINISHED";"LEFT";"success";"414";"0";"2014-02-15 21:07:56.717";"3";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"89";"83";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:00.499";"8";"1";"FINISHED";"RIGHT";"failure";"427";"1";"2014-02-15 21:07:59.249";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"90";"84";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:03.024";"1";"0";"FINISHED";"LEFT";"failure";"653";"1";"2014-02-15 21:08:01.774";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"91";"85";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:05.552";"12";"1";"FINISHED";"RIGHT";"success";"358";"0";"2014-02-15 21:08:04.302";"2";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"92";"86";"module.training_block2.exec-4112.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:08.080";"6";"0";"FINISHED";"LEFT";"failure";"342";"1";"2014-02-15 21:08:06.830";"1";;;;;;;;;;;
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"93";"87";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:24.246";"33";"1";"FINISHED";"RIGHT";"failure";"682";"1";"2014-02-15 21:08:22.996";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"94";"88";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:26.771";"28";"0";"FINISHED";"LEFT";"success";"414";"0";"2014-02-15 21:08:25.520";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"95";"89";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:29.294";"34";"1";"FINISHED";"RIGHT";"success";"362";"0";"2014-02-15 21:08:28.043";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"96";"90";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:31.817";"3";"0";"FINISHED";"LEFT";"success";"406";"0";"2014-02-15 21:08:30.567";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"97";"91";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:34.343";"20";"0";"FINISHED";"LEFT";"success";"416";"0";"2014-02-15 21:08:33.093";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"98";"92";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:36.867";"12";"0";"FINISHED";"LEFT";"failure";"756";"1";"2014-02-15 21:08:35.617";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"99";"93";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-15 21:08:39.389";"21";"1";"FINISHED";"RIGHT";"success";"466";"0";"2014-02-15 21:08:38.139";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"100";"94";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:41.912";"35";"0";"FINISHED";"LEFT";"failure";"487";"1";"2014-02-15 21:08:40.662";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"101";"95";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:44.435";"15";"0";"FINISHED";"LEFT";"success";"356";"0";"2014-02-15 21:08:43.185";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"102";"96";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:46.958";"17";"0";"FINISHED";"LEFT";"success";"369";"0";"2014-02-15 21:08:45.708";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"103";"97";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:49.483";"19";"0";"FINISHED";"LEFT";"success";"372";"0";"2014-02-15 21:08:48.233";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"104";"98";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:52.006";"23";"1";"FINISHED";"RIGHT";"success";"457";"0";"2014-02-15 21:08:50.756";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"105";"99";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-15 21:08:54.532";"5";"1";"FINISHED";"RIGHT";"failure";"506";"1";"2014-02-15 21:08:53.282";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"106";"100";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:57.057";"27";"0";"FINISHED";"LEFT";"failure";"686";"1";"2014-02-15 21:08:55.807";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"107";"101";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:08:59.581";"9";"0";"FINISHED";"LEFT";"success";"346";"0";"2014-02-15 21:08:58.331";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"108";"102";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:02.107";"14";"0";"FINISHED";"LEFT";"success";"492";"0";"2014-02-15 21:09:00.857";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"109";"103";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:04.632";"29";"1";"FINISHED";"RIGHT";"success";"415";"0";"2014-02-15 21:09:03.382";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"110";"104";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:07.155";"26";"1";"FINISHED";"RIGHT";"failure";"435";"1";"2014-02-15 21:09:05.905";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"111";"105";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:09.679";"10";"1";"FINISHED";"RIGHT";"success";"424";"0";"2014-02-15 21:09:08.428";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"112";"106";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-15 21:09:12.204";"24";"0";"FINISHED";"LEFT";"success";"578";"0";"2014-02-15 21:09:10.954";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"113";"107";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:14.727";"1";"0";"FINISHED";"LEFT";"failure";"504";"1";"2014-02-15 21:09:13.476";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"114";"108";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-02-15 21:09:17.251";"13";"1";"FINISHED";"RIGHT";"success";"411";"0";"2014-02-15 21:09:16.001";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"115";"109";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:19.776";"25";"0";"FINISHED";"LEFT";"success";"551";"0";"2014-02-15 21:09:18.526";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"116";"110";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:22.299";"2";"1";"FINISHED";"RIGHT";"failure";"451";"1";"2014-02-15 21:09:21.049";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"117";"111";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:24.823";"11";"0";"FINISHED";"LEFT";"success";"360";"0";"2014-02-15 21:09:23.572";"2"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"118";"112";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:27.348";"4";"1";"FINISHED";"RIGHT";"failure";"282";"1";"2014-02-15 21:09:26.098";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"119";"113";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:29.872";"6";"1";"FINISHED";"RIGHT";"failure";"422";"1";"2014-02-15 21:09:28.622";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"120";"114";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:32.393";"22";"0";"FINISHED";"LEFT";"failure";"509";"1";"2014-02-15 21:09:31.143";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"121";"115";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:34.916";"30";"1";"FINISHED";"RIGHT";"failure";"538";"1";"2014-02-15 21:09:33.666";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"122";"116";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:37.440";"8";"0";"FINISHED";"LEFT";"failure";"765";"1";"2014-02-15 21:09:36.190";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"123";"117";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:39.965";"32";"0";"FINISHED";"LEFT";"failure";"681";"1";"2014-02-15 21:09:38.715";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"124";"118";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:42.488";"31";"0";"FINISHED";"LEFT";"failure";"493";"1";"2014-02-15 21:09:41.238";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"125";"119";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:45.011";"18";"0";"FINISHED";"LEFT";"failure";"475";"1";"2014-02-15 21:09:43.761";"3"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"126";"120";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:47.537";"7";"0";"FINISHED";"LEFT";"failure";"661";"1";"2014-02-15 21:09:46.286";"1"
"NBCB";"1994";;"Mac OS X";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"2";"2";"2014-02-15 21:03:24.183";"2014-02-15 21:09:54.511";"1";"2";;;"1";"127";"121";"module.training_block3.exec-7623.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-02-15 21:09:50.062";"16";"0";"FINISHED";"LEFT";"success";"304";"0";"2014-02-15 21:09:48.811";"2"
